order_id,customer_name,email,phone,city,product,category,quantity,unit_price,payment_method,order_date,status
ORD00376,Neha Reddy,neha.reddy@yahoo.com,741-759-5587,Mumbai,Cotton T-Shirt,Beauty,7,374.57,Net Banking,07-18-2025,delivered
ORD00377,Chris Mehta,chris.mehta@yahoo.com,559-690-5150,Bengaluru,Wireless Mouse,Sports,6,552.58,COD,2025/09/23 00:00:00,Pending
ORD00378,Rahul Clark,rahul.clark@gmial.com,381-664-9690,Pune,Yoga Mat,Clothing,9,free,upi,02-25-2024,DELIVERED
ORD00379,Emma Nair,emma.nair@outlook.com,36132 85072,mumbai,Backpack,Sports,8,1706.73,credit card,31/01/2025,Pending
ORD00380,David Wilson,david.wilson@outlook.com,9039235558,Hyderabad,Novel - Fiction,Beauty,3,348.99,Cash on Delivery,"April 05, 2024",DELIVERED
ORD00381,Ananya Gupta,ananya.gupta@gmial.com,817-151-6025,Hyderabad,Cricket Bat,SPORTS,7,2130.79,UPI,28-Apr-2024,cancelled
ORD00382,Kavya Verma,kavya.verma-test,+91-1205943897,Mumbai,Bluetooth Headphones,Sports,6,free,upi,2024-10-30,Cancelled
ORD00383,  Neha Wilson  ,NULL,+91-0863218122,Bengaluru,Yoga Mat,Home and Kitchen,9,923.84,upi,"February 09, 2024",delivered
ORD00384,Rahul Joshi,rahuljoshi@gmial.com,4161394,  ,Sunglasses,Home & Kitchen,-5,988.18,CC,2024-10-10,Pending
ORD00385,Neha Wilson,neha.wilson@outlook.com,5133053,  ,Wireless Mouse,Sports,7,None,upi,20/12/2024,
ORD00386,Kavya Mehta,NULL,+91-8513854457,Mumbai,Novel - Fiction,Clothing,7,337.19,UPI,23/07/2025,Pending
ORD00387,Fatima Gupta,fatima.gupta@gmail.com,26865 36945,New York,Bluetooth Headphones,electronics,6,1500.38,COD,20-Apr-2025,DELIVERED
ORD00388,Neha Kapoor,neha.kapoor@gmail.com,6630932998,Hyderabad,Yoga Mat,Beauty,4,779.06,Credit Card,"September 07, 2025",Pending
ORD00389,Fatima Joshi,fatima.joshi@yahoo.com,352-410-3977,New York,Running Shoes,Beauty,8,2499.21,upi,"June 12, 2024",delivered
ORD00390,Amit Patel,amit.patel@gmail.com,8198077046,Bangalore,Face Cream,Toys,7,723.62,UPI,2025-08-16,DELIVERED
ORD00391,Emma Davis,emma.davis@gmail.com,7734547, Delhi,Cotton T-Shirt,Beauty,null,None,PayPal,01-06-2025,DELIVERED
ORD00392,Vikram Wilson,vikram.wilson@yahoo.com,64303 94290,Bangalore,Coffee Maker,SPORTS,10,"3,826.85",PayPal,05-28-2025,Pending
ORD00393,Kavya Brown,NULL,+91-4332491357,Hyderabad,Building Blocks Set,,9,$1389.95,Credit Card,02-12-2025,delivered
ORD00394,Karan Lewis,karan.lewis@gmail.com,3423372, Delhi,Face Cream,electronics,3,654.86,Debit Card,22-Aug-2025,
ORD00395,Sara Lewis,sara.lewis@gmail.com,+91-1893974909,  ,Kitchen Knife Set,electronics,10,2131.26,UPI,20-Feb-2025,DELIVERED
ORD00396,David Joshi,david.joshi@yahoo.com,+91-8471270587,MUMBAI,Backpack,Clothing,8,free,credit card,2024/08/25 00:00:00,Cancelled
ORD00397,David Joshi,david.joshi@yahoo.com,62292 58796,Delhi ,Sunglasses,Home and Kitchen,3,921.57,upi,2025/04/05 00:00:00,Pending
ORD00398,Ananya Sharma,ananya.sharma@gmial.com,N/A,Delhi ,Novel - Fiction,,6,338.88,Debit Card,08-Aug-2024,Cancelled
ORD00399,Sara Smith,sara.smith@gmail.com,73499 60105,Pune,Building Blocks Set,Books,2,1114.85,PayPal,2024/11/02 00:00:00,delivered
ORD00400,Tom Jones,tom.jones@outlook.com,15573 25737,Bangalore,Backpack,Home & Kitchen,1,1368.92,Credit Card,2025/06/25 00:00:00,cancelled
ORD00401,  Amit Singh  ,amit.singh-test,1191818,,Face Cream,Sports,7,731.49,CC,"December 04, 2024",cancelled
ORD00402,Tom Joshi,tomjoshi@outlook.com,0035624,Chennai,Novel - Fiction,,6,403.90,Debit Card,2024-11-11,Delivered
ORD00403,Ravi Lewis,ravi.lewis@yahoo.com,+91-4335027160,  ,Cricket Bat,Home & Kitchen,4,free,CC,"June 02, 2025",delivered
ORD00404,Neha Mehta,neha.mehta@gmial.com,+91-8574817006,Bengaluru,Desk Lamp,electronics,7,941.52,credit card,2025-02-03,Cancelled
ORD00266,Sara Lewis,sara.lewis@yahoo.com,0837081647,Hyderabad,Backpack,Electronics,4,$1518.82,Credit Card,,cancelled
ORD00406,Ravi Gupta,ravi.gupta@outlook.com,2622822512,Chennai,Wireless Mouse,Home & Kitchen,5,628.21,upi,2024-01-30,DELIVERED
ORD00407,Ananya Patel,ananya.patel@gmail.com,6117768729, Delhi,Smart Watch,Sports,9,free,COD,07/08/2025,DELIVERED
ORD00408,Ravi Jones,ravi.jones@gmail.com,+91-4579889425,Bangalore,Smart Watch,,7,$5262.71,Credit Card,26/05/2024,DELIVERED
ORD00409,RAHUL VERMA,rahul.verma-test,794-871-4855, Delhi,Building Blocks Set,Books,2,"1,279.58",UPI,05-Mar-2024,Delivered
ORD00410,Fatima Gupta,fatima.gupta@outlook.com,768-182-6832,London,Cricket Bat,Electronics,3,2254.31,upi,2025/07/06 00:00:00,DELIVERED
ORD00411,Emma Brown,emma.brown@yahoo.com,+91-6340646867,Bangalore,Backpack,Clothing,9,$1706.53,PayPal,2025-08-31,Pending
ORD00412,Ravi Gupta,ravi.gupta@gmial.com,6933513426,new york,Kitchen Knife Set,Beauty,5,2096.94,Net Banking,"November 14, 2024",
ORD00413,Linda Nair,linda.nair@outlook.com,064-176-9274,Pune,Smart Watch,electronics,6,4481.69,Cash on Delivery,02-28-2024,Cancelled
ORD00414,Karan Joshi,karan.joshi@gmail.com,9739641,Bengaluru,Coffee Maker,Beauty,10,2781.45,credit card,"September 01, 2024",Pending
ORD00415,Rahul Patel,rahul.patel@gmail.com,6039205146,new york,Cricket Bat,Sports,6,$2069.15,Credit Card,"November 28, 2024",Cancelled
ORD00416,Neha Mehta,neha.mehta@outlook.com,7155983541,New York,Backpack,Toys,7,1408.49,upi,06-12-2024,Delivered
ORD00417,Sara Mehta,sara.mehta-test,13119 64258,Bengaluru,Smart Watch,Clothing,5,5225.79,Debit Card,29/03/2025,DELIVERED
ORD00418,Karan Sharma,karan.sharma@yahoo.com,097-768-8936,  ,Cotton T-Shirt,SPORTS,7,438.39,UPI,17/03/2025,cancelled
ORD00419,Fatima Taylor,fatima.taylor@yahoo.com,187-851-9358,Chennai,Yoga Mat,Home and Kitchen,8,931.75,CC,2024/01/23 00:00:00,Delivered
ORD00420,Emma Clark,emma.clark@outlook.com,09762 63748,Bangalore,Backpack,Home & Kitchen,3,free,PayPal,02-24-2024,delivered
ORD00421,John Walker,john.walker-test,+91-2071511696,Bengaluru,Running Shoes,Sports,6,2176.54,CC,23/09/2024,cancelled
ORD00422,John Verma,johnverma-test,2080056,Bangalore,Coffee Maker,electronics,3,"3,345.47",,2024/06/07 00:00:00,DELIVERED
ORD00423,Tom Brown, ,+91-1441529821,Delhi ,Building Blocks Set,Beauty,8,1404.56,credit card,21/07/2025,cancelled
ORD00424,Ravi Jones,ravi.jones@gmial.com,+91-9181589988,London,Kitchen Knife Set,SPORTS,4,1741.73,COD,01-25-2024,
ORD00425,Olivia Kapoor,olivia.kapoor@gmail.com,NULL, Delhi,Kitchen Knife Set,Beauty,6,n/a,Cash on Delivery,2024/07/11 00:00:00,Delivered
ORD00426,Ananya Joshi,N/A,null,,Yoga Mat,Home & Kitchen,4,NaN,Debit Card,2024-04-29,Shipped
ORD00427,David Brown,david.brown@yahoo.com,+91-4694346066, Delhi,Yoga Mat,Home & Kitchen,7,734.23,credit card,27-Apr-2024,delivered
ORD00428,Neha Lewis,neha.lewis@gmial.com,941-163-1873,Pune,Coffee Maker,Electronics,7,2882.64,PayPal,14/01/2025,
ORD00429,Olivia Patel,olivia.patel@gmail.com,54257 30662,Pune,Cotton T-Shirt,electronics,8,-323.24,Net Banking,21/10/2024,cancelled
ORD00369,Vikram Brown,vikram.brown@outlook.com,735-228-7056,MUMBAI,Cotton T-Shirt,Sports,4,351.00,upi,06-Apr-2024,DELIVERED
ORD00431,Neha Verma,,6913098,New York,Bluetooth Headphones,Toys,4,1608.66,,10/04/2025,
ORD00432,Fatima Taylor,fatima.taylor@outlook.com,064-207-6836,  ,Smart Watch,,7,4920.18,upi,11-Dec-2024,DELIVERED
ORD00433,Chris Mehta,chris.mehta-test,65436 27187,,Desk Lamp,Beauty,3,850.02,Credit Card,"July 30, 2024",DELIVERED
ORD00434,Karan Singh,karan.singh@gmial.com,2759980111,Mumbai,Desk Lamp,Electronics,6,$704.08,UPI,03-08-2024,
ORD00435,Kavya Verma,kavya.verma@yahoo.com,+91-9628874312,mumbai,Bluetooth Headphones,Electronics,3,1659.18,COD,21-Aug-2025,Delivered
ORD00436,Kavya Singh,null,6213541597,Hyderabad,Bluetooth Headphones,Beauty,4,free,upi,19/06/2024,Cancelled
ORD00437,Karan Nair,karan.nair@gmial.com,+91-0290904637,Bengaluru,Coffee Maker,Electronics,6,3699.03,upi,24-Sep-2024,Cancelled
ORD00438,Karan Smith,karan.smith-test,null,London,Bluetooth Headphones,electronics,10,1679.75,Credit Card,01-14-2024,delivered
ORD00439,Ravi Singh,ravi.singh@gmail.com,null,Delhi ,Building Blocks Set,electronics,7,$1338.85,credit card,2025/01/31 00:00:00,Shipped
ORD00440,Kavya Mehta,kavya.mehta-test,null,Pune,Smart Watch,Electronics,9,$5149.84,credit card,07-11-2024,Shipped
ORD00441,Neha Kapoor,neha.kapoor@yahoo.com,38044 21017,,Desk Lamp,Electronics,8,643.03,upi,2025-09-12,Cancelled
ORD00442,David Nair,david.nair@outlook.com,+91-3920567756,  ,Yoga Mat,Sports,7,$1060.69,Cash on Delivery,2024-06-01,Pending
ORD00242,Priya Brown,priya.brown@gmail.com,821-545-4470,MUMBAI,Bluetooth Headphones,Beauty,5, ,upi,10-Mar-2024,
ORD00444,  Ravi Reddy  ,ravi.reddy-test,97662 70511,new york,Novel - Fiction,Sports,8,391.39,,06-11-2024,Pending
ORD00445,Olivia Khan,olivia.khan@yahoo.com,+91-1075633535,London,Yoga Mat,Home and Kitchen,4,"1,043.51",PayPal,2024/08/22 00:00:00,Shipped
ORD00446,Linda Clark,linda.clark@yahoo.com,-,Chennai,Yoga Mat,Beauty,2,$880.83,UPI,2024-05-26,
ORD00447,Linda Jones,linda.jones@outlook.com,598-339-9140,Pune,Cricket Bat,SPORTS,1,$2021.48,Credit Card,30-Jan-2024,delivered
ORD00448,Emma Nair,emma.nair-test,47439 74292,Mumbai,Building Blocks Set,electronics,3,1110.40,,11-27-2024,Delivered
ORD00449,Zoya Verma,zoya.verma@yahoo.com,2218231555,Bengaluru,Sunglasses,Books,9,965.57,credit card,2024-07-31,Cancelled
ORD00450,Linda Jones,linda.jones@yahoo.com,N/A,MUMBAI,Wireless Mouse,Clothing,7,483.81,,2025-02-28,Shipped
ORD00451,Vikram Patel,vikram.patel@outlook.com,6328094,Bengaluru,Wireless Mouse,Clothing,4,557.56,,19-Oct-2024,Pending
ORD00452,Mike Brown,mike.brown@yahoo.com,439-457-0394,Pune,Bluetooth Headphones,Electronics,6,1322.93,Cash on Delivery,08-Sep-2025,
ORD00453,Fatima Walker,NULL,090-040-4769,mumbai,Cricket Bat,Electronics,6,-1826.14,Credit Card,05-02-2024,
ORD00454,Mike Khan,mike.khan@gmial.com,379-844-0971,Delhi ,Backpack,electronics,7,-1810.36,Credit Card,03-05-2024,Cancelled
ORD00455,  Kavya Mehta  ,kavya.mehta@gmial.com,0968730,Bangalore,Coffee Maker,Sports,6,3597.49,upi,20-Feb-2025,cancelled
ORD00456,Tom Taylor,tom.taylor-test,1942557782,Bangalore,Backpack,SPORTS,6,$1624.72,PayPal,22/05/2024,Pending
ORD00457,John Davis,john.davis@gmail.com,+91-2357155868,Delhi ,Face Cream,Beauty,2,577.82,Debit Card,2024/01/01 00:00:00,delivered
ORD00458,Kavya Gupta,kavya.gupta@yahoo.com,N/A,Mumbai,Coffee Maker,Electronics,NULL,2912.47,COD,05-01-2024,Pending
ORD00459,Amit Walker,amit.walker@gmial.com,7075504768,Bengaluru,Cotton T-Shirt,Beauty,8,-,credit card,2025-05-01,delivered
ORD00460,Linda Khan,linda.khan@outlook.com,+91-7396102908,mumbai,Cotton T-Shirt,SPORTS,9,423.53,credit card,13-Jun-2025,Cancelled
ORD00461,Neha Patel,neha.patel@gmail.com,+91-0626042359,Delhi ,Bluetooth Headphones,Sports,3,free,upi, ,cancelled
ORD00462,  Fatima Khan  ,fatimakhan@gmail.com,5768321,MUMBAI,Novel - Fiction,,9,315.92,,2024-07-08,Delivered
ORD00463,Linda Mehta,linda.mehta-test,498-042-5373,New York,Smart Watch,Sports,9,free,,10/05/2024,delivered
ORD00464,Kavya Joshi,kavya.joshi@outlook.com,+91-6060560356,Hyderabad,Running Shoes,Home & Kitchen,9,$2887.59,Net Banking,2024-10-21,Pending
ORD00465,Olivia Sharma,olivia.sharma@gmail.com,+91-7548954787,London,Smart Watch,Beauty,10,"4,273.68",COD,2024/12/16 00:00:00,delivered
ORD00466,Karan Reddy,karan.reddy@outlook.com,543-586-4496,London,Desk Lamp,Beauty,5,699.91,Net Banking,24-Nov-2024,DELIVERED
ORD00467,Sara Wilson,sara.wilson@gmial.com,4978524914,Bengaluru,Kitchen Knife Set,SPORTS,-2,"2,135.99",COD,07-17-2025,Pending
ORD00468,Mike Reddy,mike.reddy@gmial.com,150-014-1884,London,Building Blocks Set,electronics,10,987.92,PayPal,10/10/2024,Shipped
ORD00469,Linda Walker,lindawalker@yahoo.com,3263890, Delhi,Sunglasses,Sports,4,$982.82,Debit Card,13/10/2024,Cancelled
ORD00470,Ananya Singh,ananya.singh@gmail.com,2696084,Bangalore,Building Blocks Set,Books, ,1254.46,credit card,"September 07, 2025",Pending
ORD00471,Neha Kapoor,neha.kapoor@yahoo.com,+91-0931706955,Mumbai,Novel - Fiction,Sports,7,$314.79,UPI,05/05/2025,Shipped
ORD00472,Priya Kapoor,priya.kapoor-test,NULL,Pune,Bluetooth Headphones,Home and Kitchen,5,$1721.46,UPI,19/06/2024,delivered
ORD00473,Olivia Patel,olivia.patel@yahoo.com,623-039-1114,Pune,Cricket Bat,electronics,3,$1893.53,Credit Card,11-29-2024,Delivered
ORD00474,Chris Joshi,chris.joshi@yahoo.com,5947372,London,Running Shoes,Electronics,two,2459.79,Net Banking,17-Feb-2025,cancelled
ORD00475,Olivia Singh,olivia.singh@yahoo.com,+91-0319541966, Delhi,Kitchen Knife Set,Books,-,1670.13,,2024/05/30 00:00:00,DELIVERED
ORD00476,  Zoya Kapoor  ,zoya.kapoor@gmial.com,3726032145,Bangalore,Cotton T-Shirt,Sports,2,414.68,Net Banking,03-May-2025,delivered
ORD00052,Rahul Nair,rahul.nair-test,NaN,mumbai,Running Shoes,Toys,6,"2,101.76",UPI,01-Apr-2025,DELIVERED
ORD00478,  Ravi Lewis  ,ravi.lewis@gmial.com,+91-7595450891,London,Cotton T-Shirt,Sports,9,435.49,CC,"January 21, 2025",
ORD00479,Karan Gupta,karangupta@yahoo.com,23693 62689,,Bluetooth Headphones,Home & Kitchen,NULL,1297.17,COD,08/03/2024,
ORD00480,Sara Smith,sara.smith@gmial.com,885-582-9849,Delhi ,Yoga Mat,Electronics,5,898.60,UPI,2024/04/19 00:00:00,Shipped
ORD00481,Linda Jones,linda.jones@gmial.com,+91-5413297150,Bengaluru,Bluetooth Headphones,Toys,6,$1270.09,COD,09-Feb-2025,Pending
ORD00482,Linda Wilson,linda.wilson@gmial.com,+91-1028671200,MUMBAI,Yoga Mat,Electronics,6,n/a,upi,2024/04/12 00:00:00,delivered
ORD00483,PRIYA WALKER,priya.walker@gmial.com,+91-4949819421,Hyderabad,Sunglasses,Home and Kitchen,8,None,,15-Jun-2024,cancelled
ORD00484,Chris Wilson,chris.wilson@outlook.com,+91-7220109121,MUMBAI,Novel - Fiction,Clothing,6,-360.07,,07-19-2025,Shipped
ORD00485,Kavya Patel,n/a,776-572-5659,Mumbai,Yoga Mat,Clothing,6,$772.48,PayPal,22/05/2025,DELIVERED
ORD00486,Ananya Patel,ananyapatel@outlook.com,8332584,Hyderabad,Smart Watch,Beauty,1,4908.92,COD,2024-02-15,Pending
ORD00487,Vikram Smith,vikram.smith-test,93744 03946,Mumbai,Sunglasses,SPORTS,4,NULL,UPI,2025/07/02 00:00:00,Pending
ORD00488,Amit Joshi,amit.joshi-test,938-841-3685,Pune,Kitchen Knife Set,,4,2238.22,UPI,"June 22, 2024",Cancelled
ORD00489,Ananya Brown,ananya.brown@outlook.com,8112103142,London,Running Shoes,Sports,9,2464.31,PayPal,10-11-2024,delivered
ORD00490,Emma Brown,emma.brown-test,11225 28837,Mumbai,Coffee Maker,Books,9,-3663.03,,"May 10, 2025",delivered
ORD00491,Linda Clark,lindaclark@gmail.com,950-556-0571,  ,Yoga Mat,electronics,3,889.45,upi,2024-05-02,cancelled
ORD00492,Linda Wilson,n/a,2462456185,Chennai,Wireless Mouse,Home and Kitchen,two,$547.52,CC,2025-06-21,cancelled
ORD00493,Sara Khan,sara.khan@yahoo.com,, Delhi,Yoga Mat,Home and Kitchen,2,1011.04,Net Banking,"October 31, 2024",Cancelled
ORD00494,  Sara Kapoor  ,sara.kapoor@outlook.com,NULL,mumbai,Sunglasses,Beauty,-,816.19,credit card,2024/09/27 00:00:00,Shipped
ORD00495,John Verma,john.verma@gmail.com,+91-2283608493,Pune,Desk Lamp,Home & Kitchen,4,902.88,Cash on Delivery,2025/08/27 00:00:00,Cancelled
ORD00496,Karan Jones,karanjones@gmial.com,9342929132,Delhi ,Smart Watch,Home & Kitchen,3,"5,929.25",PayPal,"January 03, 2024",delivered
ORD00497,Amit Davis,amit.davis@gmail.com,668-473-2365,  ,Running Shoes,,5,-,CC,2024-03-03,
ORD00498,Chris Wilson,chris.wilson@gmial.com,+91-8197543734,Bengaluru,Coffee Maker,Home and Kitchen,1,3669.82,Net Banking,05/06/2025,delivered
ORD00499,Karan Taylor,karan.taylor@outlook.com,NULL,Delhi ,Coffee Maker,Home and Kitchen,9,3768.58,CC,2025-05-23,DELIVERED
ORD00500,Amit Verma,N/A,46449 36999,mumbai,Novel - Fiction,Toys,1,398.95,Debit Card,29/06/2025,Pending
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
